,service,flag,src_bytes,dst_bytes,count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,Label
122150,12,9,128,44,244,0,0,1,0.01,100,0.75,0.02,0,0,4
114981,24,9,300,308,5,0,0,1,0,255,1,0,0,0,4
60309,60,9,406,335219,1,0,0,1,0,20,0.25,0.05,0,0,4
14520,24,9,408,12001,2,0,0,1,0,255,1,0,0,0,4
30138,24,9,214,2815,19,0,0,1,0,255,1,0,0,0,4
29926,24,9,224,1074,8,0,0,1,0,255,1,0,0,0,4
55545,20,9,1214,0,15,0,0,1,0,81,0.32,0.02,0,0,4
48876,54,9,1767,330,1,0,0,1,0,190,0.76,0.04,0,0,4
84209,49,1,0,0,111,0.01,0,0.01,1,1,0,0.5,0,0,1
37643,49,5,0,0,115,1,1,0.06,0.06,7,0.03,0.05,1,1,0
8290,44,9,516,4,381,0,0,1,0,255,1,0,0,0,4
17774,12,9,43,126,190,0,0,1,0,251,0.98,0.01,0,0,4
5885,32,1,0,0,141,0,0,0.08,0.06,7,0.03,0.07,0,0,0
124326,12,9,43,129,184,0,0,0.99,0.01,40,0.55,0.03,0,0,4
25283,49,5,0,0,173,1,1,0.01,0.08,16,0.06,0.06,1,1,0
27646,4,5,0,0,235,1,1,0.01,0.05,3,0.01,0.05,1,1,0
9729,32,5,0,0,135,1,1,0.13,0.05,5,0.02,0.07,1,1,0
107756,54,9,3036,329,1,0,0,1,0,118,0.83,0.13,0,0,4
78969,44,1,0,0,511,0.18,0,0,1,1,0,1,0.06,0,1
90987,12,9,44,115,1,0,0,1,0,42,0.95,0.05,0,0,4
101603,24,9,228,2888,6,0,0,1,0,255,1,0,0,0,4
77418,37,1,0,0,239,0,0,0.02,0.07,5,0.02,0.08,0,0,0
42612,11,5,0,0,284,1,1,0.02,0.06,5,0.02,0.06,1,1,0
99800,24,9,183,4486,1,0,0,1,0,238,0.93,0.02,0,0,4
37767,19,9,1197,2449,1,0,0,1,0,51,0.23,0.02,0,0,2
28496,24,9,313,480,8,0,0,1,0,255,1,0,0,0,4
3321,9,5,0,0,151,1,1,0.12,0.07,18,0.07,0.07,1,1,0
100369,20,9,95,0,5,0,0,1,0,91,0.24,0.11,0,0,4
11779,49,5,0,0,214,1,1,0.04,0.07,8,0.03,0.09,1,1,0
94657,12,9,45,78,121,0,0,0.99,0.02,241,0.95,0.01,0,0,4
102599,20,9,319,0,1,0,0,1,0,97,0.38,0.03,0.01,0.01,4
19694,54,9,930,333,3,0,0,0.33,1,160,0.79,0.04,0,0,4
1215,49,5,0,0,170,1,1,0.01,0.09,2,0.01,0.09,1,1,0
107800,24,9,306,1065,2,0,0,1,0,255,1,0,0,0.01,4
26057,24,9,231,887,7,0,0,1,0,255,1,0,0,0,4
34963,44,1,0,0,511,0.08,0,0,1,1,0,1,0.09,0,1
36147,24,9,319,406,10,0,0,1,0,255,1,0,0,0,4
24917,24,9,205,2543,32,0,0,1,0,255,1,0,0,0,4
69648,15,9,1032,0,208,0,0,1,0,255,1,0,0,0,0
99283,11,5,0,0,287,1,1,0.02,0.06,6,0.02,0.08,1,1,0
93951,49,5,0,0,113,1,1,0.08,0.06,3,0.01,0.06,1,1,0
18688,24,9,354,2825,7,0,0,1,0,255,1,0,0,0,4
90431,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
79380,24,9,311,4682,9,0,0,1,0,9,1,0,0,0,4
16734,24,9,217,589,10,0,0,1,0,255,1,0,0,0,4
122294,24,9,243,5790,7,0,0,1,0,255,1,0,0,0,4
83050,19,5,0,0,238,1,1,0.03,0.06,6,0.02,0.06,1,1,0
122380,57,5,0,0,58,1,1,0.24,0.1,14,0.05,0.08,1,1,0
6921,24,9,250,608,25,0,0,1,0,255,1,0,0,0,4
85558,12,9,45,76,190,0,0,1,0,250,0.98,0.01,0,0,4
2378,15,9,1032,0,112,0,0,1,0,112,0.44,0.02,0,0,0
12262,24,9,196,25519,2,0,0,1,0,255,1,0,0,0,4
125296,24,9,191,171,11,0,0,1,0,255,1,0,0,0,4
11438,58,5,0,0,206,1,1,0.08,0.06,15,0.06,0.07,1,1,0
107003,20,9,334,0,1,0,0,1,0,41,1,0,0,0,2
119255,12,9,46,76,114,0,0,0.99,0.02,254,1,0.01,0,0,4
24373,24,9,202,4768,12,0,0,1,0,255,1,0,0,0,4
43714,24,5,0,0,220,1,0.37,0.05,0.06,10,0.04,0.08,1,1,0
24349,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
93315,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
125861,24,9,296,280,8,0,0,1,0,255,1,0,0,0,4
55912,15,9,1032,0,511,0,0,1,0,243,0.95,0.01,0,0,0
17602,57,5,0,0,233,1,1,0.06,0.06,15,0.06,0.07,1,1,0
90588,15,9,520,0,464,0,0,1,0,33,1,0,0,0,0
111935,33,5,0,0,250,1,1,0.08,0.06,19,0.07,0.07,1,1,0
50694,19,9,1041,3081,1,0,0,1,0,60,0.24,0.03,0,0,4
4669,39,5,0,0,283,1,1,0.07,0.05,2,0.01,0.08,1,1,0
91086,24,9,303,674,32,0,0,1,0,255,1,0,0,0,4
69719,54,9,1627,408,1,0,0,1,0,169,0.93,0.07,0,0.01,4
123797,12,9,44,149,66,0,0,1,0,160,0.66,0.01,0,0,4
39946,12,9,44,74,143,0,0,1,0,254,1,0.01,0,0,4
112547,54,9,1671,366,1,0,0,1,0,123,0.75,0.02,0,0,4
87402,69,5,0,0,215,1,1,0.08,0.06,17,0.07,0.07,1,1,0
90167,49,5,0,0,113,1,1,0.13,0.07,3,0.01,0.08,1,1,0
87793,54,9,1115,387,1,0,0,1,0,173,0.61,0.05,0,0,4
37529,24,9,201,1800,11,0,0,1,0,255,1,0,0,0,4
2874,60,5,0,0,74,1,1,0.27,0.05,72,0.28,0.02,1,1,0
13405,24,9,175,1856,1,0,0,1,0,250,0.98,0.01,0,0,4
65716,24,9,330,791,8,0,0,1,0,255,1,0,0,0,4
61692,20,9,7940,0,9,0,0,1,0,70,0.3,0.03,0,0,4
114883,24,9,289,13202,6,0,0,1,0,255,1,0,0,0,4
125834,24,9,318,6546,8,0,0,1,0,255,1,0,0,0,4
64582,49,5,0,0,160,1,1,0.16,0.06,25,0.1,0.06,1,1,0
90324,54,9,1095,328,1,0,0,1,0,123,0.57,0.03,0,0,4
97671,14,9,8,0,1,0,0,1,0,32,1,0,0,0,1
88445,18,5,0,0,22,1,1,0.32,0.18,59,0.23,0.04,1,1,0
82906,49,1,0,0,150,0,0,0.09,0.05,14,0.05,0.07,0,0,0
51064,49,5,0,0,102,1,1,0.2,0.06,12,0.05,0.08,1,1,0
66628,12,9,43,132,169,0,0,0.99,0.01,237,0.93,0.02,0,0,4
109777,24,9,230,3222,7,0,0,1,0,242,0.95,0.01,0,0,4
60451,12,9,45,124,16,0,0,1,0,222,0.87,0.01,0,0,4
51643,4,9,13,37,1,0,0,1,0,2,0.01,0.77,0,0,4
114496,10,5,0,0,201,1,1,0.05,0.06,12,0.05,0.07,1,1,0
112469,49,5,0,0,148,1,1,0.06,0.05,6,0.02,0.07,1,1,0
95050,19,5,0,0,288,1,1,0.07,0.05,21,0.08,0.05,1,1,0
12807,54,9,1331,331,1,0,0,1,0,187,0.67,0.02,0,0.01,4
121466,60,5,0,0,42,1,1,0.33,0.07,69,0.27,0.02,1,1,0
41292,24,9,224,8230,16,0,0,1,0,255,1,0,0,0,4
81513,24,9,349,16411,1,0,0,1,0,255,1,0,0,0,4
82086,54,9,647,335,1,0,0,1,0,142,0.51,0.03,0.01,0.01,4
34988,49,9,105,146,1,0,0,1,0,233,0.95,0.01,0,0,4
106762,24,1,0,0,1,0,0,1,0,32,1,0,0,0,4
36865,60,5,0,0,6,0.83,1,0.33,0.83,41,0.16,0.05,1,1,0
47869,24,9,258,16627,1,0,0,1,0,255,1,0,0,0,4
71128,24,9,215,309,2,0.5,0.5,1,0,255,1,0,0,0,4
91980,44,1,0,0,510,0.13,0,0,1,1,0,1,0.19,0,1
84265,4,5,0,0,242,1,1,0.05,0.06,5,0.02,0.07,1,1,0
63501,20,9,439,0,2,0,0,1,0,56,0.25,0.01,0,0,4
19589,36,1,0,0,246,0,0,0.07,0.07,16,0.06,0.08,0,0,0
1125,49,9,215,0,1,0,0,1,0,83,0.84,0.02,0,0,1
122897,24,9,295,1941,1,0,0,1,0,255,1,0,0,0,4
6695,24,9,280,461,5,0,0,1,0,255,1,0,0,0,4
20524,54,9,1327,372,1,0,0,1,0,130,0.51,0.02,0,0,4
100436,18,2,0,0,1,0,0,1,0,3,0.03,0.05,0,0,4
57240,24,9,214,1738,21,0,0,1,0,255,1,0,0,0,4
16956,20,9,74,0,2,0,0,1,0,5,0.02,0.07,0.92,0,4
105988,18,9,7,491,1,0,0,1,0,11,0.1,0.06,0,0,4
84962,24,9,270,312,22,0,0,1,0,255,1,0,0,0,4
110501,49,1,0,0,289,0.07,0,0,1,1,0,1,0.08,0,1
66260,24,9,244,2014,4,0,0,1,0,255,1,0,0,0,4
112643,12,9,44,98,210,0,0,1,0,255,1,0,0,0,4
1352,45,9,44,672,5,0,0,0.2,1,1,0.01,0.1,0.01,0,1
52436,24,9,204,1757,33,0,0,1,0,255,1,0,0,0,4
81030,44,9,147,105,5,0,0,0.2,0.6,1,0,0.57,0,0,4
74789,24,9,297,27928,16,0,0,1,0,255,1,0,0,0,4
94472,24,9,236,4627,18,0,0,1,0,255,1,0,0,0,4
85528,12,9,44,132,64,0,0,1,0,252,0.99,0.01,0,0,4
62065,49,9,105,147,1,0,0,1,0,209,0.99,0.01,0,0,4
74803,13,5,0,0,183,1,1,0.1,0.06,18,0.07,0.06,1,1,0
97391,60,5,0,0,107,1,1,0.09,0.06,10,0.04,0.07,1,1,0
24825,24,9,239,531,7,0,0,1,0,255,1,0,0,0,4
10228,24,5,0,0,282,1,1,0.08,0.05,22,0.09,0.05,1,1,0
61340,12,9,42,42,181,0,0,1,0,254,1,0.01,0,0,4
80878,12,9,46,46,197,0,0,0.99,0.01,254,1,0.01,0,0,4
113575,24,9,206,7145,5,0,0,1,0,255,1,0,0,0,4
4630,24,9,193,2833,9,0,0,1,0,255,1,0,0,0,4
28379,15,9,1480,0,1,0,0,1,0,17,1,0,0,0,0
101638,35,1,0,0,212,0,0,0.04,0.07,8,0.03,0.07,0,0,0
105120,63,5,0,0,178,0.99,1,0.11,0.06,19,0.07,0.07,1,1,0
88997,49,5,0,0,174,1,1,0.03,0.07,20,0.08,0.06,1,1,0
5099,57,5,0,0,267,1,1,0.09,0.05,25,0.1,0.05,1,1,0
72544,54,9,1538,332,1,0,0,1,0,230,0.93,0.13,0,0,4
118715,24,9,294,5173,14,0,0,1,0,255,1,0,0,0,4
7080,49,5,0,0,94,1,1,0.02,0.06,2,0.01,0.06,1,1,0
38523,54,9,798,332,1,0,0,1,0,93,0.7,0.11,0,0,4
84149,49,5,0,0,100,1,1,0.01,0.06,6,0.29,0.24,1,1,0
996,24,9,209,3556,2,0,0,1,0,255,1,0,0,0,4
92684,47,5,0,0,239,1,1,0.01,0.07,2,0.01,0.07,1,1,0
59643,44,9,516,4,272,0,0,1,0,255,1,0,0,0,4
28694,24,9,343,6731,11,0,0,1,0,255,1,0,0,0,4
83241,24,1,0,0,1,0,0,1,0,249,1,0,0,0,4
10541,67,5,0,0,227,1,1,0.06,0.07,14,0.05,0.08,1,1,0
58526,44,9,146,0,2,0,0,0.5,1,1,0,0.54,0,0,4
5830,24,9,143,9598,1,0,0,1,0,255,1,0,0.01,0,4
99570,24,9,250,8435,2,0,0,1,0,195,1,0,0.01,0.01,4
35898,36,5,0,0,279,1,1,0.01,0.06,4,0.02,0.06,1,1,0
4852,12,9,46,78,178,0,0,1,0,255,1,0,0,0,4
108342,24,9,220,253,7,0,0,1,0,255,1,0,0,0,4
89224,24,9,54540,8314,2,0,0,1,0,255,1,0,0.01,0.01,0
86393,24,9,226,41971,1,0,0,1,0,255,1,0,0.01,0,4
16082,24,9,368,771,7,0,0,1,0,231,1,0,0,0,4
22253,58,1,0,0,150,0,0,0.13,0.05,15,0.06,0.06,0,0,0
118364,49,1,0,0,114,0,0,0.04,0.08,5,0.13,0.15,0,0,0
105857,14,9,8,0,1,0,0,1,0,43,1,0,0,0,1
108325,24,9,327,2662,7,0,0,1,0,255,1,0,0,0,4
90922,49,5,0,0,278,1,1,0.07,0.06,3,0.01,0.08,1,1,0
13578,44,9,516,4,442,0,0,1,0,255,1,0,0,0,4
29715,24,9,222,296,24,0,0,1,0,255,1,0,0,0,4
20187,24,9,288,3193,4,0,0,1,0,255,1,0,0,0,4
77818,12,9,42,42,12,0,0,1,0,255,1,0,0,0,4
37120,12,9,43,131,53,0,0,1,0,255,1,0,0,0,4
77002,44,4,0,0,1,0,0,1,0,1,0,0.74,0,0,1
113644,24,1,0,0,262,0,0,0.06,0.06,15,0.06,0.08,0,0,0
66046,24,9,225,1151,15,0,0,1,0,255,1,0,0,0,4
55055,60,4,623,2492,2,0,0,1,0,4,0.02,0.07,0.93,0.25,4
122223,49,5,0,0,63,1,1,0.06,0.06,4,0.02,0.05,1,1,0
88961,49,1,0,0,2,0,0,0.5,1,1,0,0.71,0,0,1
115746,14,9,8,0,1,0,0,1,0,17,1,0,0,0,1
10132,24,9,255,1615,1,0,0,1,0,255,1,0,0,0,4
23146,24,9,298,4930,4,0,0,1,0,255,1,0,0,0,4
43209,24,9,230,2090,2,0,0,1,0,255,1,0,0,0,4
89580,49,5,0,0,240,1,1,0.06,0.05,14,0.05,0.08,1,1,0
67763,15,9,1480,0,1,0,0,1,0,19,1,0,0,0,0
13235,20,9,2194619,0,1,0,0,1,0,56,0.19,0.03,0,0,4
57583,44,9,147,105,1,0,0,1,0,1,0,0.62,0,0,4
101940,12,9,44,137,80,0,0,0.99,0.03,245,0.96,0.01,0,0,4
82894,49,4,0,0,76,0,0,0.03,0.54,2,0.01,0.17,0.01,0,1
20421,15,9,1032,0,511,0,0,1,0,18,0.07,0.18,0,0,0
120588,14,9,8,0,1,0,0,1,0,237,1,0,0,0,1
125016,24,9,251,1408,5,0,0,1,0,255,1,0,0,0,4
16523,24,9,226,2431,14,0,0,1,0,255,1,0,0,0,4
40235,24,9,316,5915,14,0,0,1,0,255,1,0,0,0,4
74790,20,9,35,0,2,0,0,1,0,2,0.04,0.11,0.04,0,4
4166,49,5,0,0,103,1,1,0.03,0.07,3,0.01,0.09,1,1,0
118536,24,1,0,0,1,0,0,1,0,141,1,0,0,0,4
77341,49,1,0,0,199,0,0,0.02,0.07,3,0.01,0.09,0,0,0
562,54,9,676,328,1,0,0,1,0,187,0.73,0.04,0,0,4
4277,49,5,0,0,260,1,1,0.06,0.06,1,0,0.1,1,1,0
79911,24,9,315,515,10,0,0,1,0,255,1,0,0,0,4
46055,44,9,147,105,6,0,0,0.33,0.5,2,0.01,0.41,0,0,4
116241,24,1,0,0,1,0,0,1,0,104,1,0,0,0,4
70074,19,5,0,0,208,1,1,0.02,0.07,4,0.02,0.07,1,1,0
107132,49,1,0,0,70,0,0,0.27,0.09,19,0.07,0.07,0,0,0
18232,24,9,299,2698,3,0,0,1,0,254,1,0.01,0,0,4
12814,24,9,195,377,2,0,0,1,0,255,1,0,0,0,4
100117,54,9,1217,391,1,0,0,1,0,71,0.28,0.06,0.48,0,4
87389,24,9,310,868,7,0,0,1,0,255,1,0,0,0,4
1664,28,5,0,0,215,1,1,0.11,0.06,24,0.09,0.05,1,1,0
35592,44,4,1,0,2,0,0,1,0,2,0.01,0.73,0,0,1
50610,29,5,0,0,259,1,1,0.03,0.05,7,0.03,0.05,1,1,0
55151,20,9,259,0,2,0,0,1,0,78,0.31,0.04,0,0,4
119034,30,5,0,0,52,1,1,0.31,0.06,16,0.06,0.04,1,1,0
122113,23,5,0,0,237,1,1,0.04,0.05,10,0.04,0.06,1,1,0
6821,68,5,0,0,43,1,1,0.3,0.14,13,0.05,0.08,1,1,0
7928,15,9,1032,0,219,0,0,1,0,122,0.56,0.03,0.01,0,0
40705,49,5,0,0,178,1,1,0.14,0.06,25,0.1,0.06,1,1,0
10935,29,5,0,0,161,1,1,0.09,0.07,14,0.05,0.07,1,1,0
77292,19,9,227,768,1,0,0,1,0,2,0.18,0.27,0,0,4
47327,41,5,0,0,129,1,1,0.11,0.07,14,0.05,0.06,1,1,0
71723,32,5,0,0,105,1,1,0.06,0.07,6,0.02,0.06,1,1,0
37233,44,9,516,4,374,0,0,1,0,255,1,0,0,0,4
61869,12,9,30,0,1,0,0,1,0,4,0.05,0.11,0,0,4
72075,24,9,348,2280,1,0,0,1,0,255,1,0,0,0,4
68362,20,9,1153,0,2,0,0,1,0,116,0.45,0.01,0,0,4
102126,13,5,0,0,214,1,1,0.08,0.06,16,0.06,0.07,1,1,0
52753,18,9,8,141,1,0,0,1,0,2,0.03,0.09,0,0,4
26168,58,5,0,0,227,1,1,0,0.07,1,0,0.07,1,1,0
30894,24,9,286,4408,2,0,0,1,0,255,1,0,0,0,4
54861,24,9,316,2472,6,0,0,1,0,255,1,0,0,0.01,4
45919,24,9,310,2875,8,0,0,1,0,255,1,0,0.02,0,4
29517,54,9,1954,280,2,0,0,0.5,1,140,0.68,0.04,0.01,0.01,4
8161,54,9,789,334,1,0,0,1,0,75,0.77,0.03,0,0,4
1793,24,9,182,886,3,0,0,1,0,255,1,0,0,0,4
49728,39,5,0,0,118,1,1,0.04,0.05,5,0.02,0.05,1,1,0
102950,44,9,15876,0,18,0.06,0,0.06,0.28,1,0.01,0.05,0.01,0,4
13664,49,4,0,0,1,0,0,1,0,1,0,0.95,0,0,1
24489,28,1,0,0,255,0,0,0.02,0.07,6,0.02,0.07,0,0,0
59030,49,5,0,0,103,1,1,0.04,0.07,17,0.07,0.07,1,1,0
57463,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
30318,12,9,34,91,3,0,0,1,0,3,0.6,0.4,0,0,4
55573,49,1,0,0,102,0,0,0.03,0.07,3,0.02,0.07,0,0,0
10398,44,9,146,0,3,0,0,0.33,0.67,1,0,0.75,0,0,4
120797,54,9,792,332,1,0,0,1,0,4,1,0,0,0,4
71346,24,9,291,3683,15,0,0,1,0,255,1,0,0,0,4
14951,20,9,9311,0,8,0,0,1,0,55,0.4,0.02,0,0,4
4885,24,9,265,8646,1,0,0,1,0,255,1,0,0,0,4
47746,49,9,1,0,130,0,0,0.92,0.02,188,0.74,0.04,0,0,1
63678,12,9,44,137,73,0,0,1,0,254,1,0.01,0,0,4
100041,24,9,338,4596,3,0,0,1,0,255,1,0,0,0,4
58977,24,9,189,1260,2,0,0,1,0,255,1,0,0,0,4
41209,24,9,223,17894,5,0,0,1,0,255,1,0,0,0,4
3561,44,4,1,0,2,0,0,1,0,2,0.01,0.68,0,0,1
111516,60,2,0,0,231,0,0,0.01,0.07,2,0.01,0.07,0,0,0
67639,24,9,212,300,1,0,0,1,0,255,1,0,0,0,4
69854,12,9,29,0,1,0,0,1,0,41,0.15,0.03,0,0,4
50928,60,9,452,17180,2,0,0,1,0,7,0.78,0.33,0.11,0.14,4
101906,4,1,0,0,2,0,0,0.5,1,1,0,1,0,0,1
100931,49,5,0,0,146,1,1,0.1,0.05,4,0.02,0.07,1,1,0
54450,49,5,0,0,226,1,1,0.04,0.06,11,0.04,0.07,1,1,0
73930,55,1,0,0,509,0.02,0,0,1,1,0,1,0.04,0,1
10028,12,9,45,130,281,0,0,1,0,251,0.98,0.01,0,0,4
108489,24,9,195,124,3,0,0.14,1,0,255,1,0,0,0,4
68227,49,1,0,0,112,0,0,0.04,0.08,5,0.02,0.08,0,0,0
82683,17,5,0,0,138,1,1,0.07,0.06,17,0.07,0.07,1,1,0
39847,20,9,1363,0,20,0,0,0.95,0.1,103,0.42,0.03,0,0.01,4
107630,59,1,0,0,261,0,0,0.05,0.07,12,0.05,0.08,0,0,0
14180,4,5,0,0,234,1,1,0.03,0.06,7,0.03,0.07,1,1,0
105445,19,9,1215,3380,1,0,0,1,0,57,0.24,0.03,0,0,4
99048,49,9,1,0,21,0,0,0.05,0.24,1,0,0.49,0.03,0,1
44096,24,9,353,2619,10,0,0,1,0,255,1,0,0,0,4
111379,49,5,0,0,183,1,1,0.11,0.06,4,0.02,0.09,1,1,0
69832,24,9,286,291,8,0,0,1,0,255,1,0,0,0.01,4
82276,24,9,211,15142,5,0,0,1,0,255,1,0,0,0,4
85600,58,5,0,0,113,1,1,0.06,0.07,7,0.03,0.07,1,1,0
82575,24,9,226,307,22,0,0,1,0,255,1,0,0,0,4
61093,24,9,328,1643,15,0,0,1,0,255,1,0,0,0,4
7450,12,9,46,132,77,0,0,1,0,239,0.94,0.01,0,0,4
22955,38,5,0,0,134,1,1,0.14,0.06,19,0.07,0.07,1,1,0
34104,24,9,339,284,2,0,0,1,0,227,0.89,0.02,0,0,4
58761,15,9,1032,0,509,0,0,1,0,145,0.57,0.17,0,0,0
73890,21,5,0,0,231,1,1,0.03,0.06,6,0.02,0.06,1,1,0
20470,24,9,219,608,7,0,0,1,0,255,1,0,0,0,4
90955,49,9,215,0,1,0,0,1,0,47,0.85,0.04,0,0,1
52341,24,9,171,971,2,0,0,1,0,243,0.95,0.02,0,0,4
26466,15,9,1032,0,397,0,0,1,0,196,0.77,0.02,0,0,0
72097,49,5,0,0,285,1,1,0.02,0.06,10,0.04,0.06,1,1,0
83937,49,5,0,0,116,1,1,0.19,0.06,22,0.09,0.05,1,1,0
69145,15,9,30,0,1,0,0,1,0,252,1,0,0,0,4
80446,12,9,44,119,194,0,0,1,0,255,1,0,0,0,4
64233,65,9,78,0,10,0,0,0.1,0.2,1,0.01,0.01,0,0,4
16613,24,9,242,255,27,0,0,1,0,255,1,0,0,0,4
64007,46,1,0,0,288,0,0,0.05,0.06,15,0.06,0.07,0,0,0
87476,69,5,0,0,226,1,1,0.08,0.07,18,0.07,0.06,1,1,0
52292,24,9,287,2308,7,0,0,1,0,255,1,0,0,0,4
70699,24,9,161,423,1,0,0,1,0,20,1,0,0,0,4
105594,24,9,210,9454,3,0,0,1,0,255,1,0,0,0,4
7377,0,4,322,2794,8,0,0,0.12,0.25,21,0.15,0.02,0,0,4
44154,20,9,567,0,1,0,0,1,0,49,0.11,0.07,0,0,4
15190,14,9,30,0,1,0,0,1,0,91,1,0,0,0,4
85907,14,9,8,0,1,0,0,1,0,112,1,0,0,0,1
9927,24,9,341,8134,10,0,0,1,0,255,1,0,0,0,4
100586,69,1,0,0,227,0,0,0.02,0.07,4,0.02,0.08,0,0,0
68184,44,9,147,0,3,0,0,0.33,0.67,1,0,0.63,0,0,4
45933,23,5,0,0,248,1,1,0,0.07,1,0,0.08,1,1,0
111785,14,9,8,0,1,0,0,1,0,79,1,0,0,0,1
64057,12,9,43,69,240,0,0,1,0.01,254,1,0.01,0,0,4
10919,4,5,0,0,277,1,1,0.04,0.06,11,0.04,0.07,1,1,0
49698,49,5,0,0,227,1,1,0.04,0.06,4,0.02,0.07,1,1,0
112631,15,9,1032,0,511,0,0,1,0,138,0.54,0.04,0,0,0
75570,24,9,204,64021,10,0,0,1,0,255,1,0,0,0,4
9886,12,9,45,166,70,0,0,1,0,216,0.85,0.02,0,0,4
118816,20,5,0,0,259,1,1,0.07,0.05,19,0.07,0.05,1,1,0
116593,20,9,749,0,4,0,0,1,0,31,0.26,0.04,0,0,4
114491,54,9,883,330,2,0,0,0.5,1,146,0.48,0.15,0,0,4
80134,55,5,0,0,118,1,1,0.15,0.05,18,0.07,0.05,1,1,0
348,10,5,0,0,268,1,1,0.07,0.06,19,0.07,0.07,1,1,0
83707,24,9,272,872,7,0,0,1,0,255,1,0,0,0,4
39966,19,5,0,0,233,1,1,0.03,0.07,7,0.03,0.06,1,1,0
55305,14,9,8,0,1,0,0,1,0,172,1,0,0,0,1
122031,4,1,0,0,143,0,0,0.05,0.07,7,0.03,0.07,0,0,0
88648,24,9,320,3163,6,0,0,1,0,255,1,0,0,0.01,4
70136,69,5,0,0,273,1,1,0.02,0.05,5,0.02,0.05,1,1,0
53449,5,5,0,0,257,1,1,0.02,0.07,5,0.02,0.07,1,1,0
36480,12,9,109,46,280,0,0,1,0.01,136,0.8,0.01,0,0,4
70563,24,9,219,12922,33,0,0,1,0,255,1,0,0,0,4
44819,11,5,0,0,222,1,1,0.03,0.07,7,0.03,0.08,1,1,0
23720,49,9,28,0,54,0,0,1,0,54,0.21,0.64,0.01,0,0
99329,14,9,8,0,1,0,0,1,0,51,1,0,0,0,1
23079,24,1,0,0,1,0,0,1,0,253,1,0,0,0,4
53411,24,9,222,294,12,0,0,1,0,255,1,0,0,0,4
38869,24,9,211,24572,2,0,0,1,0,255,1,0,0,0,4
108228,18,5,0,0,243,1,1,0.07,0.06,17,0.07,0.06,1,1,0
12455,49,9,1,0,20,0,0,0.6,0.2,12,0.05,0.22,0,0,1
37320,41,1,0,0,131,0,0,0.02,0.07,1,0,0.07,0,0,0
5016,49,5,0,0,234,1,1,0.03,0.06,12,0.05,0.07,1,1,0
122653,68,4,0,0,1,0,0,1,0,1,0,0.69,0,0,1
54892,49,5,0,0,7,1,1,0.14,0.86,10,0.04,0.09,1,1,0
33843,6,5,0,0,108,1,1,0.12,0.06,13,0.05,0.06,1,1,0
9849,24,9,54540,8314,4,0,0,1,0,101,1,0,0,0,0
102295,44,1,0,0,508,0.1,0,0,1,1,0,1,0.09,0,1
64329,24,9,319,1719,9,0,0,1,0,255,1,0,0.01,0.01,4
82182,12,9,46,78,31,0,0,1,0,255,1,0,0,0,4
61943,49,9,1,0,11,0,0,0.09,0.64,1,0,0.64,0,0,1
24827,24,9,183,3402,20,0,0,1,0,255,1,0,0,0.04,4
39800,60,9,92,2720,1,0,0,1,0,21,0.08,0.53,0.53,0.14,4
22927,12,9,44,76,216,0,0,1,0,254,1,0.01,0,0,4
44694,19,9,1264,2451,1,0,0,1,0,138,0.54,0.02,0,0,2
16294,15,9,1032,0,35,0,0,1,0,255,1,0,0,0,0
105069,31,1,0,0,91,0,0,0.01,0.09,1,0,0.06,0,0,0
57275,26,1,0,0,149,0,0,0.13,0.05,19,0.07,0.07,0,0,0
35406,12,9,45,127,59,0,0,1,0,254,1,0.01,0,0,4
29793,49,1,0,0,117,0,0,0.09,0.06,10,0.04,0.05,0,0,0
56725,49,1,0,0,20,0,0,0.05,1,1,0,0.41,0,0,1
104,49,9,28,0,82,0,0,1,0,182,0.71,0.29,0.09,0,0
69983,49,1,0,0,67,0,0,0.24,0.07,1,0,0.06,0,0,0
86001,24,9,229,3245,4,0,0,1,0,255,1,0,0,0,4
30545,12,9,45,70,71,0,0,1,0,254,1,0.01,0,0,4
27518,24,9,230,2239,6,0,0,1,0,249,0.98,0.01,0.02,0.02,4
112409,20,9,0,3303,1,0,0.09,1,0,58,0.24,0.4,0,0,4
27352,24,1,0,0,1,0,0,1,0,248,1,0,0,0,4
43670,24,9,312,139,1,0,0,1,0,169,1,0,0,0,4
114478,12,9,45,45,110,0,0,1,0,254,1,0.01,0,0,4
38465,24,9,284,1415,3,0,0,1,0,176,1,0,0,0,4
76670,24,9,316,1423,14,0,0,1,0,255,1,0,0,0,4
54796,58,5,0,0,259,1,1,0.02,0.06,16,0.06,0.07,1,1,0
125828,18,5,0,0,22,1,1,0.36,0.23,9,0.04,0.08,1,1,0
866,12,9,46,128,19,0,0,1,0,238,0.93,0.01,0,0,4
82987,35,1,0,0,2,0,0,0.5,1,1,0,1,0,0,1
37956,49,1,0,0,96,0,0,0.17,0.06,16,0.06,0.06,0,0,0
100009,69,5,0,0,202,1,1,0.09,0.05,18,0.07,0.05,1,1,0
88110,49,1,0,0,134,0,0,0.09,0.06,9,0.04,0.06,0,0,0
